,x,y,z
1192,2041.5869361875205,-6470.9034245232,1629.024880332388
1193,2039.5993246344901,-6469.714974888673,1636.219162249163
1194,2037.6093205399502,-6468.5189359882315,1643.4115248074525
1195,2035.616926238264,-6467.315309224882,1650.601959570298
1196,2033.6221440666006,-6466.104096010533,1657.7904581029914
1197,2031.624976364927,-6464.885297765991,1664.9770119731072
1198,2029.625425476012,-6463.658915920962,1672.1616127504926
1199,2027.6234937454194,-6462.424951914047,1679.344252007285
1200,2025.6191835215022,-6461.18340719274,1686.5249213179327
1201,2023.6124971554088,-6459.934283213429,1693.7036122591826
1202,2021.6034370010707,-6458.677581441395,1700.8803164101137
1203,2019.5920054152052,-6457.413303350801,1708.0550253521276
1204,2017.5782047573146,-6456.141450424704,1715.2277306689653
1205,2015.5620373896738,-6454.862024155046,1722.398423946728
1206,2013.5435056773406,-6453.57502604265,1729.567096773865
1207,2011.5226119881409,-6452.280457597222,1736.7337407412067
1208,2009.4993586926748,-6450.97832033735,1743.898347441956
1209,2007.4737481643099,-6449.6686157905,1751.0609084717046
1210,2005.4457827791766,-6448.351345493012,1758.2214154284527
1211,2003.4154649161715,-6447.026510990106,1765.379859912599
1212,2001.3827969569456,-6445.694113835869,1772.5362335269724
1213,1999.3477812859117,-6444.354155593264,1779.690527876823
1214,1997.310420290234,-6443.0066378341235,1786.8427345698399
1215,1995.2707163598288,-6441.651562139145,1793.9928452161682
1216,1993.2286718873581,-6440.288930097893,1801.1408514284064
1217,1991.1842892682355,-6438.918743308798,1808.2867448216182
1218,1989.1375709006104,-6437.541003379148,1815.4305170133566
1219,1987.0885191853765,-6436.155711925094,1822.57215962365
1220,1985.0371365261622,-6434.762870571645,1829.7116642750377
1221,1982.9834253293327,-6433.362480952668,1836.849022592557
1222,1980.9273880039843,-6431.954544710882,1843.9842262037632
1223,1978.8690269619385,-6430.539063497859,1851.1172667387493
1224,1976.8083446177475,-6429.1160389740235,1858.2481358301313
1225,1974.745343388682,-6427.685472808645,1865.3768251130875
1226,1972.6800256947358,-6426.247366679842,1872.5033262253412
1227,1970.6123939586203,-6424.801722274579,1879.6276308071847
1228,1968.542450605759,-6423.348541288661,1886.749730501495
1229,1966.470198064289,-6421.887825426735,1893.8696169537232
1230,1964.3956387650544,-6420.419576402283,1900.987281811929
1231,1962.3187751416078,-6418.943795937632,1908.1027167267703
1232,1960.2396096302034,-6417.460485763937,1915.215913351518
1233,1958.1581446697937,-6415.969647621184,1922.3268633420812
1234,1956.0743827020328,-6414.471283258197,1929.4355583569895
1235,1953.9883261712655,-6412.965394432625,1936.541990057431
1236,1951.89997752453,-6411.4519829109395,1943.646150107239
1237,1949.8093392115536,-6409.931050468442,1950.7480301729124
1238,1947.7164136847473,-6408.402598889255,1957.8476219236334
1239,1945.6212033992094,-6406.866629966322,1964.9449170312564
1240,1943.5237108127121,-6405.323145501398,1972.0399071703418
1241,1941.42393838571,-6403.772147305065,1979.1325840181444
1242,1939.321888581332,-6402.213637196714,1986.222939254634
1243,1937.217563865374,-6400.6476170045435,1993.3109645625107
1244,1935.110966706305,-6399.074088565567,2000.3966516271976
1245,1933.0020995752568,-6397.493053725604,2007.4799921368717
1246,1930.8909649460263,-6395.90451433928,2014.5609777824538
1247,1928.7775652950688,-6394.3084722700205,2021.6396002576269
1248,1926.6619031014964,-6392.704929390057,2028.7158512588553
1249,1924.5439808470765,-6391.093887580417,2035.789722485374
1250,1922.4238010162262,-6389.4753487309235,2042.861205639219
1251,1920.301366096012,-6387.849314740197,2049.9302924252215
1252,1918.1766785761463,-6386.215787515647,2056.996974551022
1253,1916.0497409489801,-6384.574768973473,2064.061243727092
1254,1913.9205557095095,-6382.926261038666,2071.1230916667205
1255,1911.7891253553619,-6381.270265644998,2078.182510086049
1256,1909.6554523868024,-6379.606784735027,2085.2394907040602
1257,1907.5195393067254,-6377.935820260091,2092.2940252425956
1258,1905.381388620652,-6376.257374180304,2099.3461054263767
1259,1903.241002836729,-6374.571448464561,2106.39572298299
1260,1901.0983844657237,-6372.878045090526,2113.442869642924
1261,1898.953536021025,-6371.17716604464,2120.4875371395574
1262,1896.8064600186376,-6369.46881332211,2127.5297172091755
1263,1894.657158977175,-6367.752988926909,2134.569401590991
1264,1892.505635417866,-6366.029694871775,2141.6065820271338
1265,1890.351891864543,-6364.298933178213,2148.641250262679
1266,1888.1959308436446,-6362.560705876481,2155.673398045644
1267,1886.037754884209,-6360.815015005597,2162.7030171270007
1268,1883.8773665178742,-6359.061862613337,2169.7300992606956
1269,1881.714768278873,-6357.301250756228,2176.7546362036414
1270,1879.549962704029,-6355.533181499543,2183.7766197157457
1271,1877.3829523327563,-6353.757656917312,2190.796041559906
1272,1875.213739707057,-6351.974679092299,2197.8128935020204
1273,1873.042327371512,-6350.18425011602,2204.8271673110135
1274,1870.8687178732885,-6348.386372088729,2211.838854758822
1275,1868.6929137621253,-6346.581047119417,2218.847947620427
1276,1866.5149175903398,-6344.768277325811,2225.8544376738455
1277,1864.334731912819,-6342.9480648343715,2232.8583167001484
1278,1862.1523592870183,-6341.120411780289,2239.859576483476
1279,1859.967802272959,-6339.285320307484,2246.8582088110306
1280,1857.7810634332236,-6337.442792568598,2253.854205473109
1281,1855.592145332955,-6335.592830725001,2260.8475582630904
1282,1853.401050539854,-6333.73543694678,2267.8382589774546
1283,1851.207781624171,-6331.870613412744,2274.826299415802
1284,1849.0123411587106,-6329.998362310413,2281.8116713808427
1285,1846.814731718821,-6328.11868583602,2288.7943666784267
1286,1844.6149558823984,-6326.231586194511,2295.774377117537
1287,1842.4130162298784,-6324.3370655995395,2302.7516945103052
1288,1840.2089153442334,-6322.435126273462,2309.7263106720306
1289,1838.0026558109746,-6320.525770447341,2316.69821742117
1290,1835.7942402181418,-6318.6090003609315,2323.667406579369
1291,1833.5836711563059,-6316.684818262694,2330.633869971454
1292,1831.370951218565,-6314.753226409782,2337.5975994254477
1293,1829.1560830005374,-6312.814227068036,2344.558586772589
1294,1826.939069100363,-6310.867822511992,2351.5168238473248
1295,1824.7199121186993,-6308.914015024869,2358.4723024873274
1296,1822.4986146587164,-6306.952806898569,2365.4250145335145
1297,1820.275179326097,-6304.984200433681,2372.3749518300365
1298,1818.0496087290278,-6303.008197939464,2379.3221062243115
1299,1815.821905478205,-6301.024801733861,2386.2664695670132
1300,1813.5920721868254,-6299.0340141434845,2393.2080337120883
1301,1811.360111470581,-6297.035837503615,2400.1467905167765
1302,1809.126025947664,-6295.030274158207,2407.082731841599
1303,1806.8898182387554,-6293.017326459874,2414.0158495503915
1304,1804.6514909670277,-6290.9969967698935,2420.946135510293
1305,1802.4110467581402,-6288.969287458205,2427.873581591764
1306,1800.1684882402324,-6286.934200903401,2434.7981796686054
1307,1797.9238180439286,-6284.891739492729,2441.7199216179474
1308,1795.6770388023251,-6282.841905622089,2448.6387993202816
1309,1793.428153150996,-6280.784701696028,2455.5548046594513
1310,1791.1771637279855,-6278.720130127736,2462.4679295226692
1311,1788.9240731738041,-6276.648193339052,2469.378165800535
1312,1786.668884131429,-6274.568893760449,2476.285505387029
1313,1784.4115992462978,-6272.482233831038,2483.1899401795295
1314,1782.1522211663066,-6270.388215998566,2490.09146207883
1315,1779.8907525418088,-6268.28684271941,2496.99006298913
1316,1777.6271960256056,-6266.178116458572,2503.8857348180663
1317,1775.3615542729522,-6264.062039689685,2510.778469476705
1318,1773.0938299415493,-6261.938614895003,2517.668258879555
1319,1770.8240256915367,-6259.807844565397,2524.5550949445915
1320,1768.552144185498,-6257.669731200357,2531.438969593239
1321,1766.2781880884518,-6255.524277307986,2538.3198747504107
1322,1764.0021600678508,-6253.371485404996,2545.197802344493
1323,1761.7240627935785,-6251.21135801671,2552.0727443073656
1324,1759.4438989379435,-6249.043897677053,2558.9446925744187
1325,1757.1616711756826,-6246.869106928555,2565.813639084543
1326,1754.8773821839493,-6244.6869883223435,2572.6795757801624
1327,1752.5910346423177,-6242.497544418138,2579.5424946072208
1328,1750.302631232777,-6240.300777784258,2586.402387515205
1329,1748.012174639726,-6238.096690997609,2593.2592464571585
1330,1745.7196675499738,-6235.885286643682,2600.113063389672
1331,1743.4251126527327,-6233.666567316553,2606.963830272916
1332,1741.1285126396197,-6231.440535618881,2613.811539070631
1333,1738.82987020465,-6229.207194161901,2620.656181750145
1334,1736.529188044233,-6226.966545565422,2627.4977502823917
1335,1734.2264688571738,-6224.718592457828,2634.3362366418964
1336,1731.9217153446634,-6222.463337476063,2641.171632806815
1337,1729.6149302102815,-6220.200783265646,2648.0039307589177
1338,1727.3061161599924,-6217.930932480657,2654.8331224836097
1339,1724.995275902136,-6215.653787783727,2661.6591999699485
1340,1722.6824121474338,-6213.369351846055,2668.4821552106337
1341,1720.3675276089773,-6211.077627347383,2675.301980202037
1342,1718.05062500223,-6208.778616976007,2682.118666944197
