TIME[UTC],X[km],Y[km],Z[km]
1 Jan 2020 20:25:23.000000000,2665.7653066065,-4688.66314113857,-4427.70022356876
1 Jan 2020 20:25:24.000000000,2666.56415911905,-4693.63062980544,-4421.95240668904
1 Jan 2020 20:25:25.000000000,2667.35917369953,-4698.59275375913,-4416.19940260538
1 Jan 2020 20:25:26.000000000,2668.15035020224,-4703.54950664556,-4410.44121806639
1 Jan 2020 20:25:27.000000000,2668.93768848729,-4708.50088211664,-4404.67785982675
1 Jan 2020 20:25:28.000000000,2669.72118841978,-4713.44687383078,-4398.90933464721
1 Jan 2020 20:25:29.000000000,2670.50084987053,-4718.38747545249,-4393.13564929458
1 Jan 2020 20:25:30.000000000,2671.27667271578,-4723.32268065255,-4387.35681054171
1 Jan 2020 20:25:31.000000000,2672.04865683683,-4728.25248310821,-4381.57282516753
1 Jan 2020 20:25:32.000000000,2672.81680212083,-4733.17687650276,-4375.78369995698
1 Jan 2020 20:25:33.000000000,2673.58110845991,-4738.09585452603,-4369.98944170103
1 Jan 2020 20:25:34.000000000,2674.34157575202,-4743.00941087394,-4364.19005719669
1 Jan 2020 20:25:35.000000000,2675.09820390008,-4747.91753924895,-4358.38555324696
1 Jan 2020 20:25:36.000000000,2675.85099281286,-4752.82023335959,-4352.57593666085
1 Jan 2020 20:25:37.000000000,2676.59994240407,-4757.717486921,-4346.76121425339
1 Jan 2020 20:25:38.000000000,2677.34505259318,-4762.60929365445,-4340.94139284558
1 Jan 2020 20:25:39.000000000,2678.08632330502,-4767.49564728757,-4335.1164792644
1 Jan 2020 20:25:40.000000000,2678.82375446951,-4772.37654155452,-4329.2864803428
1 Jan 2020 20:25:41.000000000,2679.55734602242,-4777.2519701956,-4323.45140291972
1 Jan 2020 20:25:42.000000000,2680.28709790445,-4782.12192695772,-4317.61125384003
1 Jan 2020 20:25:43.000000000,2681.01301006215,-4786.98640559392,-4311.76603995457
1 Jan 2020 20:25:44.000000000,2681.73508244703,-4791.84539986387,-4305.9157681201
1 Jan 2020 20:25:45.000000000,2682.45331501641,-4796.69890353342,-4300.06044519932
1 Jan 2020 20:25:46.000000000,2683.16770773258,-4801.54691037504,-4294.20007806088
1 Jan 2020 20:25:47.000000000,2683.87826056355,-4806.38941416744,-4288.33467357931
1 Jan 2020 20:25:48.000000000,2684.58497348262,-4811.22640869582,-4282.46423863507
1 Jan 2020 20:25:49.000000000,2685.28784646856,-4816.05788775175,-4276.58878011452
1 Jan 2020 20:25:50.000000000,2685.98687950534,-4820.88384513335,-4270.70830490991
1 Jan 2020 20:25:51.000000000,2686.68207258231,-4825.70427464518,-4264.82281991937
1 Jan 2020 20:25:52.000000000,2687.37342569453,-4830.5191700981,-4258.93233204692
1 Jan 2020 20:25:53.000000000,2688.06093884201,-4835.32852530965,-4253.03684820243
1 Jan 2020 20:25:54.000000000,2688.74461203058,-4840.13233410359,-4247.13637530165
1 Jan 2020 20:25:55.000000000,2689.42444527092,-4844.93059031049,-4241.23092026617
1 Jan 2020 20:25:56.000000000,2690.10043857984,-4849.72328776697,-4235.32049002343
1 Jan 2020 20:25:57.000000000,2690.77259197879,-4854.51042031655,-4229.4050915067
1 Jan 2020 20:25:58.000000000,2691.44090549502,-4859.29198180904,-4223.48473165508
1 Jan 2020 20:25:59.000000000,2692.10537916117,-4864.06796610073,-4217.55941741349
1 Jan 2020 20:26:00.000000000,2692.76601301492,-4868.83836705463,-4211.62915573268
1 Jan 2020 20:26:01.000000000,2693.42280709978,-4873.60317854003,-4205.69395356917
1 Jan 2020 20:26:02.000000000,2694.0757614642,-4878.36239443299,-4199.7538178853
1 Jan 2020 20:26:03.000000000,2694.72487616243,-4883.11600861588,-4193.80875564918
1 Jan 2020 20:26:04.000000000,2695.37015125366,-4887.86401497784,-4187.85877383473
1 Jan 2020 20:26:05.000000000,2696.01158680291,-4892.60640741436,-4181.9038794216
1 Jan 2020 20:26:06.000000000,2696.64918288012,-4897.3431798277,-4175.94407939524
1 Jan 2020 20:26:07.000000000,2697.28293956093,-4902.07432612653,-4169.97938074682
1 Jan 2020 20:26:08.000000000,2697.91285692637,-4906.79984022612,-4164.00979047329
1 Jan 2020 20:26:09.000000000,2698.53893506248,-4911.51971604847,-4158.0353155773
1 Jan 2020 20:26:10.000000000,2699.16117406113,-4916.23394752197,-4152.05596306728
1 Jan 2020 20:26:11.000000000,2699.77957401911,-4920.94252858183,-4146.07173995734
1 Jan 2020 20:26:12.000000000,2700.39413503904,-4925.64545316966,-4140.08265326731
1 Jan 2020 20:26:13.000000000,2701.00485722842,-4930.3427152339,-4134.08871002274
1 Jan 2020 20:26:14.000000000,2701.61174070061,-4935.03430872941,-4128.08991725487
1 Jan 2020 20:26:15.000000000,2702.21478557384,-4939.7202276179,-4122.08628200063
1 Jan 2020 20:26:16.000000000,2702.81399197207,-4944.40046586755,-4116.07781130262
1 Jan 2020 20:26:17.000000000,2703.40936002461,-4949.07501745321,-4110.06451220913
1 Jan 2020 20:26:18.000000000,2704.00088986579,-4953.74387635655,-4104.0463917741
1 Jan 2020 20:26:19.000000000,2704.58858163577,-4958.40703656567,-4098.02345705713
1 Jan 2020 20:26:20.000000000,2705.17243547959,-4963.06449207559,-4091.99571512347
1 Jan 2020 20:26:21.000000000,2705.7524515481,-4967.71623688778,-4085.96317304401
1 Jan 2020 20:26:22.000000000,2706.32862999709,-4972.36226501063,-4079.92583789527
1 Jan 2020 20:26:23.000000000,2706.90097098811,-4977.00257045899,-4073.88371675938
1 Jan 2020 20:26:24.000000000,2707.46947468765,-4981.63714725466,-4067.8368167241
1 Jan 2020 20:26:25.000000000,2708.03414126785,-4986.26598942597,-4061.7851448828
1 Jan 2020 20:26:26.000000000,2708.59497090613,-4990.88909100803,-4055.72870833442
1 Jan 2020 20:26:27.000000000,2709.15196378536,-4995.50644604264,-4049.66751418352
1 Jan 2020 20:26:28.000000000,2709.70512009351,-5000.11804857843,-4043.60156954023
1 Jan 2020 20:26:29.000000000,2710.25444002392,-5004.7238926708,-4037.53088152025
1 Jan 2020 20:26:30.000000000,2710.79992377562,-5009.32397238169,-4031.45545724484
1 Jan 2020 20:26:31.000000000,2711.34157155253,-5013.91828178008,-4025.37530384082
1 Jan 2020 20:26:32.000000000,2711.87938356433,-5018.50681494145,-4019.29042844056
1 Jan 2020 20:26:33.000000000,2712.41336002565,-5023.08956594831,-4013.20083818198
1 Jan 2020 20:26:34.000000000,2712.94350115676,-5027.66652888977,-4007.10654020851
1 Jan 2020 20:26:35.000000000,2713.46980718317,-5032.23769786178,-4001.00754166911
1 Jan 2020 20:26:36.000000000,2713.99227833584,-5036.80306696706,-3994.90384971825
1 Jan 2020 20:26:37.000000000,2714.51091485073,-5041.36263031528,-3988.79547151592
1 Jan 2020 20:26:38.000000000,2715.02571696947,-5045.91638202276,-3982.6824142276
1 Jan 2020 20:26:39.000000000,2715.53668493903,-5050.46431621265,-3976.56468502425
1 Jan 2020 20:26:40.000000000,2716.04381901138,-5055.00642701511,-3970.44229108232
1 Jan 2020 20:26:41.000000000,2716.54711944427,-5059.54270856688,-3964.31523958373
1 Jan 2020 20:26:42.000000000,2717.04658650031,-5064.0731550118,-3958.18353771586
1 Jan 2020 20:26:43.000000000,2717.54222044794,-5068.59776050031,-3952.04719267156
1 Jan 2020 20:26:44.000000000,2718.03402156043,-5073.11651918997,-3945.90621164909
1 Jan 2020 20:26:45.000000000,2718.52199011684,-5077.62942524495,-3939.7606018522
1 Jan 2020 20:26:46.000000000,2719.00612640113,-5082.13647283654,-3933.61037049003
1 Jan 2020 20:26:47.000000000,2719.48643070288,-5086.63765614274,-3927.45552477716
1 Jan 2020 20:26:48.000000000,2719.96290331704,-5091.13296934843,-3921.29607193357
1 Jan 2020 20:26:49.000000000,2720.43554454351,-5095.62240664557,-3915.13201918465
1 Jan 2020 20:26:50.000000000,2720.90435468797,-5100.1059622328,-3908.9633737612
1 Jan 2020 20:26:51.000000000,2721.36933406097,-5104.58363031589,-3902.79014289938
1 Jan 2020 20:26:52.000000000,2721.83048297884,-5109.05540510731,-3896.61233384076
1 Jan 2020 20:26:53.000000000,2722.28780176276,-5113.52128082669,-3890.42995383225
1 Jan 2020 20:26:54.000000000,2722.74129073956,-5117.98125170042,-3884.24301012615
1 Jan 2020 20:26:55.000000000,2723.19095024141,-5122.43531196183,-3878.05150998009
1 Jan 2020 20:26:56.000000000,2723.63678060542,-5126.88345585137,-3871.85546065705
1 Jan 2020 20:26:57.000000000,2724.07878217449,-5131.32567761623,-3865.65486942537
1 Jan 2020 20:26:58.000000000,2724.51695529636,-5135.7619715108,-3859.44974355869
1 Jan 2020 20:26:59.000000000,2724.95130032454,-5140.19233179619,-3853.24009033597
1 Jan 2020 20:27:00.000000000,2725.38181761738,-5144.61675274073,-3847.0259170415
1 Jan 2020 20:27:01.000000000,2725.80850753901,-5149.03522861953,-3840.80723096486
1 Jan 2020 20:27:02.000000000,2726.2313704584,-5153.44775371491,-3834.58403940092
1 Jan 2020 20:27:03.000000000,2726.65040675016,-5157.854322316,-3828.35634964985
1 Jan 2020 20:27:04.000000000,2727.06561679409,-5162.25492871903,-3822.12416901708
1 Jan 2020 20:27:05.000000000,2727.4770009754,-5166.64956722718,-3815.88750481332
1 Jan 2020 20:27:06.000000000,2727.88455968437,-5171.03823215076,-3809.64636435454
1 Jan 2020 20:27:07.000000000,2728.28829331659,-5175.42091780713,-3803.40075496194
1 Jan 2020 20:27:08.000000000,2728.68820227327,-5179.7976185205,-3797.15068396199
1 Jan 2020 20:27:09.000000000,2729.08428696046,-5184.16832862238,-3790.89615868638
1 Jan 2020 20:27:10.000000000,2729.47654778996,-5188.53304245108,-3784.63718647203
1 Jan 2020 20:27:11.000000000,2729.86498517841,-5192.89175435223,-3778.37377466107
1 Jan 2020 20:27:12.000000000,2730.24959954808,-5197.24445867832,-3772.10593060084
1 Jan 2020 20:27:13.000000000,2730.63039132641,-5201.59114978902,-3765.83366164388
1 Jan 2020 20:27:14.000000000,2731.00736094623,-5205.93182205098,-3759.55697514793
1 Jan 2020 20:27:15.000000000,2731.38050884534,-5210.26646983816,-3753.27587847589
1 Jan 2020 20:27:16.000000000,2731.74983546713,-5214.59508753142,-3746.99037899586
1 Jan 2020 20:27:17.000000000,2732.1153412603,-5218.91766951872,-3740.70048408108
1 Jan 2020 20:27:18.000000000,2732.47702667847,-5223.23421019533,-3734.40620110997
1 Jan 2020 20:27:19.000000000,2732.83489218101,-5227.54470396339,-3728.10753746608
1 Jan 2020 20:27:20.000000000,2733.18893823208,-5231.84914523241,-3721.8045005381
1 Jan 2020 20:27:21.000000000,2733.53916530162,-5236.14752841881,-3715.49709771986
1 Jan 2020 20:27:22.000000000,2733.88557386434,-5240.43984794638,-3709.1853364103
1 Jan 2020 20:27:23.000000000,2734.2281644007,-5244.72609824582,-3702.86922401348
1 Jan 2020 20:27:24.000000000,2734.56693739597,-5249.00627375523,-3696.54876793856
1 Jan 2020 20:27:25.000000000,2734.90189334103,-5253.28036891969,-3690.2239755998
1 Jan 2020 20:27:26.000000000,2735.23303273204,-5257.54837819147,-3683.89485441655
1 Jan 2020 20:27:27.000000000,2735.56035607007,-5261.81029603017,-3677.56141181323
1 Jan 2020 20:27:28.000000000,2735.8838638619,-5266.06611690237,-3671.22365521932
1 Jan 2020 20:27:29.000000000,2736.20355661914,-5270.31583528205,-3664.88159206939
1 Jan 2020 20:27:30.000000000,2736.51943485909,-5274.55944565018,-3658.53522980303
1 Jan 2020 20:27:31.000000000,2736.83149910388,-5278.79694249517,-3652.18457586489
1 Jan 2020 20:27:32.000000000,2737.13974988133,-5283.0283203124,-3645.82963770466
1 Jan 2020 20:27:33.000000000,2737.44418772408,-5287.25357360471,-3639.47042277704
1 Jan 2020 20:27:34.000000000,2737.74481317034,-5291.472696882,-3633.10693854175
1 Jan 2020 20:27:35.000000000,2738.04162676361,-5295.6856846614,-3626.73919246353
1 Jan 2020 20:27:36.000000000,2738.33462905225,-5299.89253146746,-3620.36719201211
1 Jan 2020 20:27:37.000000000,2738.62382059037,-5304.09323183176,-3613.99094466221
1 Jan 2020 20:27:38.000000000,2738.90920193683,-5308.28778029337,-3607.61045789354
1 Jan 2020 20:27:39.000000000,2739.19077365623,-5312.47617139837,-3601.22573919077
1 Jan 2020 20:27:40.000000000,2739.46853631794,-5316.65839970037,-3594.83679604354
1 Jan 2020 20:27:41.000000000,2739.74249049702,-5320.83445976001,-3588.44363594645
1 Jan 2020 20:27:42.000000000,2740.01263677319,-5325.00434614554,-3582.04626639905
1 Jan 2020 20:27:43.000000000,2740.27897573226,-5329.16805343204,-3575.64469490581
1 Jan 2020 20:27:44.000000000,2740.54150796454,-5333.3255762023,-3569.23892897615
1 Jan 2020 20:27:45.000000000,2740.8002340657,-5337.47690904633,-3562.8289761244
1 Jan 2020 20:27:46.000000000,2741.055154637,-5341.62204656127,-3556.4148438698
1 Jan 2020 20:27:47.000000000,2741.30627028446,-5345.76098335186,-3549.9965397365
1 Jan 2020 20:27:48.000000000,2741.55358161979,-5349.89371402988,-3543.57407125352
1 Jan 2020 20:27:49.000000000,2741.79708925947,-5354.02023321473,-3537.14744595481
1 Jan 2020 20:27:50.000000000,2742.03679382567,-5358.14053553287,-3530.71667137916
1 Jan 2020 20:27:51.000000000,2742.2726959452,-5362.25461561847,-3524.28175507023
1 Jan 2020 20:27:52.000000000,2742.50479625092,-5366.36246811257,-3517.84270457656
1 Jan 2020 20:27:53.000000000,2742.73309538019,-5370.46408766398,-3511.39952745151
1 Jan 2020 20:27:54.000000000,2742.95759397572,-5374.55946892882,-3504.95223125331
1 Jan 2020 20:27:55.000000000,2743.17829268565,-5378.64860657044,-3498.50082354501
1 Jan 2020 20:27:56.000000000,2743.39519216326,-5382.73149525967,-3492.04531189446
1 Jan 2020 20:27:57.000000000,2743.60829306713,-5386.80812967465,-3485.58570387437
1 Jan 2020 20:27:58.000000000,2743.81759606068,-5390.87850450111,-3479.12200706222
1 Jan 2020 20:27:59.000000000,2744.02310181307,-5394.94261443194,-3472.6542290403
1 Jan 2020 20:28:00.000000000,2744.22481099813,-5399.00045416768,-3466.18237739569
1 Jan 2020 20:28:01.000000000,2744.42272429541,-5403.05201841608,-3459.70645972023
1 Jan 2020 20:28:02.000000000,2744.61684238918,-5407.09730189252,-3453.22648361055
1 Jan 2020 20:28:03.000000000,2744.80716596926,-5411.13629931966,-3446.74245666803
1 Jan 2020 20:28:04.000000000,2744.99369573068,-5415.16900542757,-3440.25438649882
1 Jan 2020 20:28:05.000000000,2745.17643237331,-5419.195414954,-3433.76228071378
1 Jan 2020 20:28:06.000000000,2745.35537660269,-5423.21552264386,-3427.26614692854
1 Jan 2020 20:28:07.000000000,2745.53052912908,-5427.2293232498,-3420.76599276342
1 Jan 2020 20:28:08.000000000,2745.70189066841,-5431.23681153168,-3414.26182584348
1 Jan 2020 20:28:09.000000000,2745.8694619413,-5435.2379822571,-3407.75365379849
1 Jan 2020 20:28:10.000000000,2746.03324367409,-5439.23283020086,-3401.24148426291
1 Jan 2020 20:28:11.000000000,2746.19323659765,-5443.22135014559,-3394.72532487587
1 Jan 2020 20:28:12.000000000,2746.34944144891,-5447.20353688097,-3388.20518328121
1 Jan 2020 20:28:13.000000000,2746.50185896925,-5451.17938520457,-3381.68106712744
1 Jan 2020 20:28:14.000000000,2746.65048990536,-5455.14888992139,-3375.15298406771
1 Jan 2020 20:28:15.000000000,2746.79533500945,-5459.11204584376,-3368.62094175984
1 Jan 2020 20:28:16.000000000,2746.93639503844,-5463.06884779179,-3362.08494786628
1 Jan 2020 20:28:17.000000000,2747.07367075492,-5467.01929059289,-3355.54501005415
1 Jan 2020 20:28:18.000000000,2747.20716292615,-5470.96336908222,-3349.00113599515
1 Jan 2020 20:28:19.000000000,2747.33687232504,-5474.90107810226,-3342.45333336563
1 Jan 2020 20:28:20.000000000,2747.46279972908,-5478.83241250334,-3335.90160984654
1 Jan 2020 20:28:21.000000000,2747.58494592176,-5482.75736714292,-3329.34597312342
1 Jan 2020 20:28:22.000000000,2747.70331169103,-5486.6759368864,-3322.78643088641
1 Jan 2020 20:28:23.000000000,2747.8178978301,-5490.58811660668,-3316.22299083024
1 Jan 2020 20:28:24.000000000,2747.92870513773,-5494.49390118406,-3309.65566065419
1 Jan 2020 20:28:25.000000000,2748.03573441731,-5498.39328550666,-3303.08444806211
1 Jan 2020 20:28:26.000000000,2748.13898647793,-5502.28626446996,-3296.50936076243
1 Jan 2020 20:28:27.000000000,2748.2384621333,-5506.17283297727,-3289.93040646809
1 Jan 2020 20:28:28.000000000,2748.3341622028,-5510.05298593927,-3283.34759289658
1 Jan 2020 20:28:29.000000000,2748.42608751033,-5513.92671827456,-3276.76092776992
1 Jan 2020 20:28:30.000000000,2748.51423888581,-5517.79402490892,-3270.17041881465
1 Jan 2020 20:28:31.000000000,2748.59861716356,-5521.65490077612,-3263.57607376182
1 Jan 2020 20:28:32.000000000,2748.67922318318,-5525.50934081751,-3256.97790034696
1 Jan 2020 20:28:33.000000000,2748.75605778977,-5529.3573399819,-3250.37590631012
1 Jan 2020 20:28:34.000000000,2748.82912183295,-5533.19889322603,-3243.77009939581
1 Jan 2020 20:28:35.000000000,2748.89841616836,-5537.03399551388,-3237.16048735303
1 Jan 2020 20:28:36.000000000,2748.9639416559,-5540.86264181751,-3230.54707793522
1 Jan 2020 20:28:37.000000000,2749.02569916121,-5544.68482711634,-3223.9298789003
1 Jan 2020 20:28:38.000000000,2749.08368955459,-5548.50054639771,-3217.30889801062
1 Jan 2020 20:28:39.000000000,2749.13791371195,-5552.30979465638,-3210.68414303296
1 Jan 2020 20:28:40.000000000,2749.18837251396,-5556.112566895,-3204.05562173856
1 Jan 2020 20:28:41.000000000,2749.2350668463,-5559.90885812395,-3197.42334190304
1 Jan 2020 20:28:42.000000000,2749.27799760049,-5563.69866336096,-3190.78731130646
1 Jan 2020 20:28:43.000000000,2749.31716567233,-5567.48197763188,-3184.14753773324
1 Jan 2020 20:28:44.000000000,2749.35257196335,-5571.25879596996,-3177.50402897224
1 Jan 2020 20:28:45.000000000,2749.3842173797,-5575.02911341644,-3170.85679281666
1 Jan 2020 20:28:46.000000000,2749.41210283314,-5578.79292501999,-3164.2058370641
1 Jan 2020 20:28:47.000000000,2749.43622924005,-5582.55022583731,-3157.55116951651
1 Jan 2020 20:28:48.000000000,2749.45659752241,-5586.30101093256,-3150.89279798019
1 Jan 2020 20:28:49.000000000,2749.47320860693,-5590.04527537782,-3144.2307302658
1 Jan 2020 20:28:50.000000000,2749.48606342532,-5593.78301425301,-3137.56497418833
1 Jan 2020 20:28:51.000000000,2749.49516291513,-5597.51422264543,-3130.89553756708
1 Jan 2020 20:28:52.000000000,2749.50050801813,-5601.23889565055,-3124.2224282257
1 Jan 2020 20:28:53.000000000,2749.50209968183,-5604.95702837132,-3117.54565399212
1 Jan 2020 20:28:54.000000000,2749.49993885832,-5608.66861591872,-3110.86522269858
1 Jan 2020 20:28:55.000000000,2749.4940265053,-5612.37365341125,-3104.18114218162
1 Jan 2020 20:28:56.000000000,2749.48436358504,-5616.07213597546,-3097.49342028203
1 Jan 2020 20:28:57.000000000,2749.47095106543,-5619.76405874542,-3090.8020648449
1 Jan 2020 20:28:58.000000000,2749.45378991906,-5623.44941686323,-3084.10708371958
1 Jan 2020 20:28:59.000000000,2749.43288112346,-5627.12820547883,-3077.40848475967
1 Jan 2020 20:29:00.000000000,2749.40822566202,-5630.8004197496,-3070.706275823
1 Jan 2020 20:29:01.000000000,2749.37982452233,-5634.46605484119,-3064.00046477165
1 Jan 2020 20:29:02.000000000,2749.34767869768,-5638.12510592677,-3057.29105947192
1 Jan 2020 20:29:03.000000000,2749.31178918593,-5641.77756818758,-3050.57806779433
1 Jan 2020 20:29:04.000000000,2749.27215699051,-5645.42343681244,-3043.8614976136
1 Jan 2020 20:29:05.000000000,2749.22878311945,-5649.0627069983,-3037.14135680866
1 Jan 2020 20:29:06.000000000,2749.18166858633,-5652.69537394969,-3030.41765326261
1 Jan 2020 20:29:07.000000000,2749.13081440941,-5656.32143287918,-3023.69039486276
1 Jan 2020 20:29:08.000000000,2749.07622161191,-5659.94087900728,-3016.95958950054
1 Jan 2020 20:29:09.000000000,2749.01789122285,-5663.553707562,-3010.2252450716
1 Jan 2020 20:29:10.000000000,2748.95582427544,-5667.15991377966,-3003.48736947569
1 Jan 2020 20:29:11.000000000,2748.89002180858,-5670.75949290415,-2996.74597061674
1 Jan 2020 20:29:12.000000000,2748.82048486571,-5674.3524401875,-2990.00105640279
1 Jan 2020 20:29:13.000000000,2748.74721449583,-5677.93875088939,-2983.25263474602
1 Jan 2020 20:29:14.000000000,2748.67021175236,-5681.51842027771,-2976.50071356271
1 Jan 2020 20:29:15.000000000,2748.58947769466,-5685.09144362784,-2969.74530077324
1 Jan 2020 20:29:16.000000000,2748.50501338623,-5688.65781622348,-2962.98640430212
1 Jan 2020 20:29:17.000000000,2748.41681989628,-5692.21753335598,-2956.22403207791
1 Jan 2020 20:29:18.000000000,2748.32489829865,-5695.77059032477,-2949.45819203325
1 Jan 2020 20:29:19.000000000,2748.22924967211,-5699.3169824373,-2942.68889210488
1 Jan 2020 20:29:20.000000000,2748.12987510121,-5702.85670500857,-2935.91614023357
1 Jan 2020 20:29:21.000000000,2748.02677567466,-5706.38975336198,-2929.13994436414
1 Jan 2020 20:29:22.000000000,2747.91995248683,-5709.91612282855,-2922.36031244546
1 Jan 2020 20:29:23.000000000,2747.80940663662,-5713.43580874753,-2915.57725243043
1 Jan 2020 20:29:24.000000000,2747.69513922844,-5716.94880646587,-2908.79077227597
1 Jan 2020 20:29:25.000000000,2747.57715137124,-5720.45511133876,-2902.00087994301
1 Jan 2020 20:29:26.000000000,2747.45544417949,-5723.95471872909,-2895.20758339647
1 Jan 2020 20:29:27.000000000,2747.33001877231,-5727.44762400794,-2888.4108906053
1 Jan 2020 20:29:28.000000000,2747.20087627368,-5730.93382255445,-2881.61080954239
1 Jan 2020 20:29:29.000000000,2747.06801781339,-5734.41330975536,-2874.80734818464
1 Jan 2020 20:29:30.000000000,2746.93144452533,-5737.88608100586,-2868.00051451289
1 Jan 2020 20:29:31.000000000,2746.79115754904,-5741.35213170884,-2861.19031651195
1 Jan 2020 20:29:32.000000000,2746.64715802856,-5744.81145727544,-2854.37676217058
1 Jan 2020 20:29:33.000000000,2746.49944711345,-5748.2640531246,-2847.55985948146
1 Jan 2020 20:29:34.000000000,2746.34802595774,-5751.70991468349,-2840.73961644121
1 Jan 2020 20:29:35.000000000,2746.192895721,-5755.14903738712,-2833.91604105038
1 Jan 2020 20:29:36.000000000,2746.03405756738,-5758.58141667867,-2827.08914131339
1 Jan 2020 20:29:37.000000000,2745.87151266592,-5762.00704800947,-2820.25892523861
1 Jan 2020 20:29:38.000000000,2745.70526219141,-5765.42592683849,-2813.42540083826
1 Jan 2020 20:29:39.000000000,2745.53530732273,-5768.83804863323,-2806.58857612847
1 Jan 2020 20:29:40.000000000,2745.3616492444,-5772.24340886892,-2799.74845912921
1 Jan 2020 20:29:41.000000000,2745.18428914539,-5775.64200302911,-2792.90505786434
1 Jan 2020 20:29:42.000000000,2745.00322822019,-5779.03382660517,-2786.05838036156
1 Jan 2020 20:29:43.000000000,2744.81846766773,-5782.41887509682,-2779.20843465242
1 Jan 2020 20:29:44.000000000,2744.63000869245,-5785.7971440116,-2772.3552287723
1 Jan 2020 20:29:45.000000000,2744.43785250336,-5789.16862886533,-2765.49877076039
1 Jan 2020 20:29:46.000000000,2744.24200031432,-5792.533325182,-2758.63906865973
1 Jan 2020 20:29:47.000000000,2744.04245334493,-5795.89122849333,-2751.77613051713
1 Jan 2020 20:29:48.000000000,2743.83921281887,-5799.24233433957,-2744.90996438321
1 Jan 2020 20:29:49.000000000,2743.6322799654,-5802.58663826881,-2738.04057831238
1 Jan 2020 20:29:50.000000000,2743.42165601824,-5805.92413583746,-2731.16798036283
1 Jan 2020 20:29:51.000000000,2743.20734221657,-5809.25482260987,-2724.2921785965
1 Jan 2020 20:29:52.000000000,2742.98933980404,-5812.57869415872,-2717.41318107911
1 Jan 2020 20:29:53.000000000,2742.76765002974,-5815.89574606462,-2710.53099588011
1 Jan 2020 20:29:54.000000000,2742.54227414706,-5819.2059739166,-2703.64563107271
1 Jan 2020 20:29:55.000000000,2742.31321341528,-5822.50937331145,-2696.75709473383
1 Jan 2020 20:29:56.000000000,2742.0804690978,-5825.80593985446,-2689.86539494412
1 Jan 2020 20:29:57.000000000,2741.84404246312,-5829.09566915903,-2682.97053978793
1 Jan 2020 20:29:58.000000000,2741.60393478494,-5832.3785568466,-2676.07253735334
1 Jan 2020 20:29:59.000000000,2741.36014734174,-5835.65459854685,-2669.17139573209
1 Jan 2020 20:30:00.000000000,2741.11268141711,-5838.9237898976,-2662.26712301962
1 Jan 2020 20:30:01.000000000,2740.86153829914,-5842.186126545,-2655.35972731504
1 Jan 2020 20:30:02.000000000,2740.60671928138,-5845.44160414319,-2648.44921672111
1 Jan 2020 20:30:03.000000000,2740.34822566179,-5848.69021835472,-2641.53559934426
1 Jan 2020 20:30:04.000000000,2740.08605874377,-5851.93196485013,-2634.61888329457
1 Jan 2020 20:30:05.000000000,2739.82021983526,-5855.16683930832,-2627.69907668574
1 Jan 2020 20:30:06.000000000,2739.5507102491,-5858.39483741643,-2620.77618763509
1 Jan 2020 20:30:07.000000000,2739.27753130332,-5861.6159548697,-2613.85022426358
1 Jan 2020 20:30:08.000000000,2739.00068432071,-5864.83018737164,-2606.92119469576
1 Jan 2020 20:30:09.000000000,2738.72017062914,-5868.03753063396,-2599.98910705977
